participant_id,language_group,german_level,learning_duration,start_time,end_time,trial,sentence,condition,expected,response,response_time,correct,Complexité,Ambiguité
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,1,Er bringt sie die Zeitung,simple_ambiguous,ungrammatical,ungrammatical,7240,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,2,"Sie lachen, denn sie sind glücklich",complex_non_ambiguous,grammatical,grammatical,7697,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,3,Er ruft mich jeden Sonntag an,simple_non_ambiguous,grammatical,grammatical,7637,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,4,Mit viel Freude hat die Großmutter die Schokolade gegessen,simple_non_ambiguous,grammatical,grammatical,5818,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,5,Langsam fährt das Auto die Straße entlang,simple_non_ambiguous,grammatical,grammatical,7382,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,6,Sie liebt ihn,simple_non_ambiguous,grammatical,ungrammatical,6469,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,7,Den Alien erschreckt das Kind,simple_ambiguous,grammatical,ungrammatical,6853,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,8,Ich aufstehe jeden Tag um sieben Uhr,simple_ambiguous,ungrammatical,grammatical,6036,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,9,Ich kann nicht einschlafen,simple_non_ambiguous,grammatical,ungrammatical,5620,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,10,Sie liebt er,simple_ambiguous,ungrammatical,ungrammatical,6103,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,11,"Sie kommt nicht, da sie ist sehr krank",complex_ambiguous,ungrammatical,ungrammatical,3009,True,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,12,Du räumst dein Zimmer auf,simple_non_ambiguous,grammatical,grammatical,5755,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,13,Sie aufmacht das Fenster,simple_ambiguous,ungrammatical,ungrammatical,5810,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,14,Den Kater jagt der Hund,simple_ambiguous,grammatical,ungrammatical,7416,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,15,Ich höre dir,simple_ambiguous,ungrammatical,grammatical,5987,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,16,Sie zeigt mich den Weg,simple_ambiguous,ungrammatical,grammatical,5732,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,17,Mach das Licht an,simple_non_ambiguous,grammatical,grammatical,5621,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,18,Wir geben ihr die Schlüssel,simple_non_ambiguous,grammatical,ungrammatical,6642,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,19,Ich gebe ihm das Buch,simple_non_ambiguous,grammatical,ungrammatical,6058,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,20,Wann kommst du in Berlin an?,simple_non_ambiguous,grammatical,grammatical,6049,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,21,sie steht jeden Tag um sechs Uhr auf,simple_non_ambiguous,grammatical,grammatical,5686,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,22,"Ihr seid eingeladen, wenn Ihr Zeit habt",complex_non_ambiguous,grammatical,grammatical,7168,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,23,"Er ist müde, weil er hat spät ins Bett gegangen",complex_ambiguous,ungrammatical,ungrammatical,3873,True,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,24,"Ich erkläre es, damit er es versteht",complex_non_ambiguous,grammatical,grammatical,6615,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,25,Sie zeigt mir den Weg,simple_non_ambiguous,grammatical,ungrammatical,5029,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,26,Sie macht das Fenster auf,simple_non_ambiguous,grammatical,ungrammatical,5392,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,27,"Wir wissen nicht, ob er bei der Prüfung betrogen hat.",complex_non_ambiguous,grammatical,grammatical,5596,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,28,Mach an das Licht!,simple_ambiguous,ungrammatical,grammatical,5684,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,29,"Er trinkt, weil er Durst hat",complex_non_ambiguous,grammatical,grammatical,5572,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,30,Er anruft mich jeden Sonntag,simple_ambiguous,ungrammatical,ungrammatical,4654,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,31,Ich höre euch,simple_non_ambiguous,grammatical,grammatical,5125,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,32,Ich kann nicht schlafen ein.,simple_ambiguous,ungrammatical,ungrammatical,6924,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,33,"Er bleibt zu Hause, während seine arbeitet Frau",complex_ambiguous,ungrammatical,ungrammatical,4035,True,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,34,Sie kommen morgen an,simple_non_ambiguous,grammatical,ungrammatical,5771,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,35,"Ich gehe raus, obwohl das Wetter schlecht ist.",complex_non_ambiguous,grammatical,ungrammatical,7412,False,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,36,Ich schenke dir eine Blume,simple_non_ambiguous,grammatical,ungrammatical,4035,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,37,Wir geben sie die Schlüssel,simple_ambiguous,ungrammatical,ungrammatical,5723,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,38,"Sie lernt Deutsch, seit sie wohnt in Berlin",complex_ambiguous,ungrammatical,grammatical,3264,False,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,39,"Er kauft Blumen, bevor er geht nach Hause",complex_ambiguous,ungrammatical,grammatical,2177,False,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,40,Er sieht mich,simple_non_ambiguous,grammatical,grammatical,4600,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,41,Ich schenke dich eine Blume,simple_ambiguous,ungrammatical,grammatical,5086,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,42,"Wir fahren in Urlaub, nachdem wir haben gespart",complex_ambiguous,ungrammatical,ungrammatical,4812,True,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,43,"Ich rufe dich an, sobald ich habe Zeit",complex_ambiguous,ungrammatical,grammatical,4675,False,complex,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,44,Sie ankommen morgen,simple_ambiguous,ungrammatical,grammatical,6628,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,45,Wann ankommst du in Berlin?,simple_ambiguous,ungrammatical,grammatical,5146,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,46,"Wir bleiben drinnen, falls es regnet heute",complex_non_ambiguous,ungrammatical,grammatical,7279,False,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,47,"Er schläft, da er müde ist.",complex_non_ambiguous,grammatical,grammatical,5670,True,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,48,Er bringt ihnen die Zeitung,simple_non_ambiguous,grammatical,ungrammatical,3988,False,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,49,Ich gebe er das Buch,simple_ambiguous,ungrammatical,grammatical,4406,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,50,Den Ball jagt der Hund im Garten,simple_ambiguous,grammatical,ungrammatical,3927,False,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,51,Der Spielerin gibt das Kind den Ball,simple_ambiguous,grammatical,grammatical,3997,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,52,"Ich verstehe, dass du mitkommen willst",complex_non_ambiguous,grammatical,ungrammatical,5493,False,complex,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,53,Die Großmutter hat die Schokolade gegessen,simple_non_ambiguous,grammatical,grammatical,3930,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,54,Im Park spielen die Kinder Fußball,simple_non_ambiguous,grammatical,grammatical,5244,True,simple,non_ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,55,Er sieht mir,simple_ambiguous,ungrammatical,ungrammatical,3329,True,simple,ambiguous
PMK8FE11WX5I4,pt,A2,,2026-01-10T14:53:55.028Z,2026-01-10T15:04:36.268Z,56,du aufräumst dein Zimmer.,simple_ambiguous,ungrammatical,grammatical,3474,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,1,Wir geben sie die Schlüssel,simple_ambiguous,ungrammatical,ungrammatical,2285,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,2,"Wir fahren in Urlaub, nachdem wir haben gespart",complex_ambiguous,ungrammatical,grammatical,7605,False,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,3,Du räumst dein Zimmer auf,simple_non_ambiguous,grammatical,grammatical,4587,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,4,"Sie kommt nicht, da sie ist sehr krank",complex_ambiguous,ungrammatical,grammatical,7920,False,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,5,Sie liebt ihn,simple_non_ambiguous,grammatical,ungrammatical,5455,False,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,6,"Ich erkläre es, damit er es versteht",complex_non_ambiguous,grammatical,ungrammatical,5264,False,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,7,Ich aufstehe jeden Tag um sieben Uhr,simple_ambiguous,ungrammatical,grammatical,2670,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,8,Er sieht mir,simple_ambiguous,ungrammatical,ungrammatical,3591,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,9,Er bringt ihnen die Zeitung,simple_non_ambiguous,grammatical,grammatical,5709,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,10,Ich höre euch,simple_non_ambiguous,grammatical,grammatical,5862,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,11,"Er ist müde, weil er hat spät ins Bett gegangen",complex_ambiguous,ungrammatical,ungrammatical,6947,True,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,12,Im Park spielen die Kinder Fußball,simple_non_ambiguous,grammatical,grammatical,5964,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,13,Sie liebt er,simple_ambiguous,ungrammatical,grammatical,2395,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,14,"Ich gehe raus, obwohl das Wetter schlecht ist.",complex_non_ambiguous,grammatical,grammatical,5898,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,15,Mach das Licht an,simple_non_ambiguous,grammatical,ungrammatical,5993,False,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,16,Den Ball jagt der Hund im Garten,simple_ambiguous,grammatical,ungrammatical,3518,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,17,Ich schenke dir eine Blume,simple_non_ambiguous,grammatical,ungrammatical,6035,False,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,18,"Er trinkt, weil er Durst hat",complex_non_ambiguous,grammatical,grammatical,5348,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,19,Sie aufmacht das Fenster,simple_ambiguous,ungrammatical,grammatical,2122,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,20,Wir geben ihr die Schlüssel,simple_non_ambiguous,grammatical,grammatical,5872,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,21,Sie kommen morgen an,simple_non_ambiguous,grammatical,grammatical,4690,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,22,Er ruft mich jeden Sonntag an,simple_non_ambiguous,grammatical,grammatical,5376,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,23,Wann kommst du in Berlin an?,simple_non_ambiguous,grammatical,grammatical,4483,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,24,Den Alien erschreckt das Kind,simple_ambiguous,grammatical,ungrammatical,4184,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,25,Er bringt sie die Zeitung,simple_ambiguous,ungrammatical,ungrammatical,2968,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,26,Der Spielerin gibt das Kind den Ball,simple_ambiguous,grammatical,grammatical,3990,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,27,Sie macht das Fenster auf,simple_non_ambiguous,grammatical,ungrammatical,4922,False,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,28,"Er kauft Blumen, bevor er geht nach Hause",complex_ambiguous,ungrammatical,grammatical,6218,False,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,29,Sie zeigt mir den Weg,simple_non_ambiguous,grammatical,grammatical,4759,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,30,Mach an das Licht!,simple_ambiguous,ungrammatical,ungrammatical,2847,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,31,"Er bleibt zu Hause, während seine arbeitet Frau",complex_ambiguous,ungrammatical,ungrammatical,6297,True,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,32,Den Kater jagt der Hund,simple_ambiguous,grammatical,grammatical,4188,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,33,du aufräumst dein Zimmer.,simple_ambiguous,ungrammatical,ungrammatical,4561,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,34,Er sieht mich,simple_non_ambiguous,grammatical,grammatical,5422,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,35,"Ihr seid eingeladen, wenn Ihr Zeit habt",complex_non_ambiguous,grammatical,ungrammatical,6152,False,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,36,Sie zeigt mich den Weg,simple_ambiguous,ungrammatical,grammatical,4587,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,37,Sie ankommen morgen,simple_ambiguous,ungrammatical,grammatical,3278,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,38,"Ich verstehe, dass du mitkommen willst",complex_non_ambiguous,grammatical,grammatical,6678,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,39,Ich kann nicht einschlafen,simple_non_ambiguous,grammatical,grammatical,5794,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,40,"Sie lachen, denn sie sind glücklich",complex_non_ambiguous,grammatical,grammatical,4779,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,41,Langsam fährt das Auto die Straße entlang,simple_non_ambiguous,grammatical,grammatical,4634,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,42,sie steht jeden Tag um sechs Uhr auf,simple_non_ambiguous,grammatical,grammatical,4841,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,43,Ich höre dir,simple_ambiguous,ungrammatical,grammatical,3066,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,44,Ich schenke dich eine Blume,simple_ambiguous,ungrammatical,ungrammatical,4973,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,45,Ich gebe ihm das Buch,simple_non_ambiguous,grammatical,grammatical,4212,True,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,46,Ich kann nicht schlafen ein.,simple_ambiguous,ungrammatical,grammatical,4586,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,47,"Sie lernt Deutsch, seit sie wohnt in Berlin",complex_ambiguous,ungrammatical,ungrammatical,5723,True,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,48,Ich gebe er das Buch,simple_ambiguous,ungrammatical,grammatical,3092,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,49,Er anruft mich jeden Sonntag,simple_ambiguous,ungrammatical,grammatical,4855,False,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,50,"Wir bleiben drinnen, falls es regnet heute",complex_non_ambiguous,ungrammatical,ungrammatical,6957,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,51,"Er schläft, da er müde ist.",complex_non_ambiguous,grammatical,grammatical,5463,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,52,Wann ankommst du in Berlin?,simple_ambiguous,ungrammatical,ungrammatical,3095,True,simple,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,53,"Ich rufe dich an, sobald ich habe Zeit",complex_ambiguous,ungrammatical,ungrammatical,4848,True,complex,ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,54,Die Großmutter hat die Schokolade gegessen,simple_non_ambiguous,grammatical,ungrammatical,5364,False,simple,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,55,"Wir wissen nicht, ob er bei der Prüfung betrogen hat.",complex_non_ambiguous,grammatical,grammatical,6655,True,complex,non_ambiguous
PMK8FE1222V3W,pt,A2,,2026-01-10T14:53:55.034Z,2026-01-10T15:04:07.168Z,56,Mit viel Freude hat die Großmutter die Schokolade gegessen,simple_non_ambiguous,grammatical,grammatical,5062,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,1,Sie zeigt mich den Weg,simple_ambiguous,ungrammatical,grammatical,7476,False,simple,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,2,Wann kommst du in Berlin an?,simple_non_ambiguous,grammatical,grammatical,3484,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,3,Ich kann nicht einschlafen,simple_non_ambiguous,grammatical,grammatical,4924,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,5,Der Spielerin gibt das Kind den Ball,simple_ambiguous,grammatical,ungrammatical,8431,False,simple,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,6,"Sie lernt Deutsch, seit sie wohnt in Berlin",complex_ambiguous,ungrammatical,ungrammatical,5286,True,complex,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,7,Wir geben ihr die Schlüssel,simple_non_ambiguous,grammatical,grammatical,3810,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,8,Ich kann nicht schlafen ein.,simple_ambiguous,ungrammatical,ungrammatical,3359,True,simple,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,9,"Er ist müde, weil er hat spät ins Bett gegangen",complex_ambiguous,ungrammatical,ungrammatical,6244,True,complex,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,10,Er ruft mich jeden Sonntag an,simple_non_ambiguous,grammatical,grammatical,2802,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,11,Ich gebe ihm das Buch,simple_non_ambiguous,grammatical,grammatical,3519,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,12,Ich höre dir,simple_ambiguous,ungrammatical,grammatical,2111,False,simple,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,13,"Ich rufe dich an, sobald ich habe Zeit",complex_ambiguous,ungrammatical,ungrammatical,8689,True,complex,ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,14,Du räumst dein Zimmer auf,simple_non_ambiguous,grammatical,grammatical,2989,True,simple,non_ambiguous
PMI1ZNLZ3A5RD,fr,B2,5_to_10_years,2025-11-16T17:27:26.464Z,2025-11-16T17:32:25.200Z,15,Er bringt sie die Zeitung,simple_ambiguous,ungrammatical,grammatical,3846,False,simple,ambiguous
